P1,P2,class label
AF-O60292-F1.pdb,AF-P40616-F1.pdb,1
AF-O60292-F1.pdb,AF-P40616-F1.pdb,2
AF-O60292-F1.pdb,AF-P40616-F1.pdb,4
AF-O60346-F1.pdb,AF-P40616-F1.pdb,1
AF-P09471-F1.pdb,AF-P40616-F1.pdb,1
AF-P15056-F1.pdb,AF-P40616-F1.pdb,0
AF-P19086-F1.pdb,AF-P40616-F1.pdb,1
AF-P19087-F1.pdb,AF-P40616-F1.pdb,1
AF-P29992-F1.pdb,AF-P40616-F1.pdb,1
AF-P36507-F1.pdb,AF-P40616-F1.pdb,4
AF-P46940-F1.pdb,AF-P40616-F1.pdb,4
AF-P49815-F1.pdb,AF-P40616-F1.pdb,4
AF-P49815-F1.pdb,AF-P40616-F1.pdb,1
AF-P53778-F1.pdb,AF-P40616-F1.pdb,5
AF-P53778-F1.pdb,AF-P40616-F1.pdb,1
AF-P53778-F1.pdb,AF-P40616-F1.pdb,4
AF-P53778-F1.pdb,AF-P40616-F1.pdb,2
AF-P53778-F1.pdb,AF-P40616-F1.pdb,0
AF-P53778-F1.pdb,AF-P40616-F1.pdb,3
AF-Q07890-F1.pdb,AF-P40616-F1.pdb,2
AF-Q07890-F1.pdb,AF-P40616-F1.pdb,5
AF-Q07890-F1.pdb,AF-P40616-F1.pdb,3
AF-Q07890-F1.pdb,AF-P40616-F1.pdb,1
AF-Q13576-F1.pdb,AF-P40616-F1.pdb,4
AF-Q15311-F1.pdb,AF-P40616-F1.pdb,4
AF-Q15311-F1.pdb,AF-P40616-F1.pdb,1
AF-Q15311-F1.pdb,AF-P40616-F1.pdb,2
AF-Q16659-F1.pdb,AF-P40616-F1.pdb,1
AF-Q16659-F1.pdb,AF-P40616-F1.pdb,0
AF-Q16659-F1.pdb,AF-P40616-F1.pdb,4
AF-Q2PPJ7-F1.pdb,AF-P40616-F1.pdb,2
AF-Q2PPJ7-F1.pdb,AF-P40616-F1.pdb,4
AF-Q2PPJ7-F1.pdb,AF-P40616-F1.pdb,1
AF-Q3SZI4-F1.pdb,AF-P40616-F1.pdb,4
AF-Q3SZI4-F1.pdb,AF-P40616-F1.pdb,1
AF-Q684P5-F1.pdb,AF-P40616-F1.pdb,4
AF-Q684P5-F1.pdb,AF-P40616-F1.pdb,1
AF-Q6ZRI8-F1.pdb,AF-P40616-F1.pdb,4
AF-Q8NEB9-F1.pdb,AF-P40616-F1.pdb,1
AF-Q9HAV0-F1.pdb,AF-P40616-F1.pdb,1
AF-Q9NPB6-F1.pdb,AF-P40616-F1.pdb,1
AF-Q9P2F8-F1.pdb,AF-P40616-F1.pdb,4
AF-O94805-F1.pdb,AF-P40673-F1.pdb,3
AF-P16402-F1.pdb,AF-P40673-F1.pdb,1
AF-P27695-F1.pdb,AF-P40673-F1.pdb,3
AF-Q02539-F1.pdb,AF-P40673-F1.pdb,1
AF-Q6PJI9-F1.pdb,AF-P40673-F1.pdb,1
AF-Q99525-F1.pdb,AF-P40673-F1.pdb,4
AF-Q9NRZ9-F1.pdb,AF-P40673-F1.pdb,1
AF-Q9Y5B9-F1.pdb,AF-P40673-F1.pdb,3
AF-Q9Y5B9-F1.pdb,AF-P40673-F1.pdb,2
AF-Q9Y5B9-F1.pdb,AF-P40673-F1.pdb,5
AF-A4D105-F1.pdb,AF-P40692-F1.pdb,2
AF-K7PPA8-F1.pdb,AF-P40692-F1.pdb,0
AF-P20719-F1.pdb,AF-P40692-F1.pdb,6
AF-P56282-F1.pdb,AF-P40692-F1.pdb,3
AF-Q9BX63-F1.pdb,AF-P40692-F1.pdb,1
AF-A0A024QZQ1-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A024QZQ1-F1.pdb,AF-P40763-F1.pdb,0
AF-A0A024QZQ1-F1.pdb,AF-P40763-F1.pdb,3
AF-A0A024R0I0-F1.pdb,AF-P40763-F1.pdb,0
AF-A0A024R5Y2-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A024R718-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A024R7E4-F1.pdb,AF-P40763-F1.pdb,0
AF-A0A024R7E4-F1.pdb,AF-P40763-F1.pdb,4
AF-A0A024R969-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A024R9D7-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A024RBC0-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A024RCX5-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A024RD15-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A024RD15-F1.pdb,AF-P40763-F1.pdb,0
AF-A0A024RDA5-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A0A8K8C7-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A0S2Z3C5-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A0U2ZQU7-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A140VK18-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A384MDW9-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A384MEK5-F1.pdb,AF-P40763-F1.pdb,6
AF-A0A7R8GUN6-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A7U3L5M7-F1.pdb,AF-P40763-F1.pdb,1
AF-A0N0N7-F1.pdb,AF-P40763-F1.pdb,3
AF-A4D0Y8-F1.pdb,AF-P40763-F1.pdb,0
AF-A8K3F7-F1.pdb,AF-P40763-F1.pdb,0
AF-B0LPE5-F1.pdb,AF-P40763-F1.pdb,0
AF-B0LPE5-F1.pdb,AF-P40763-F1.pdb,6
AF-G4XH65-F1.pdb,AF-P40763-F1.pdb,3
AF-G9JKG7-F1.pdb,AF-P40763-F1.pdb,0
AF-K7PPA8-F1.pdb,AF-P40763-F1.pdb,0
AF-K7PPA8-F1.pdb,AF-P40763-F1.pdb,6
AF-L7RTI5-F1.pdb,AF-P40763-F1.pdb,0
AF-O00220-F1.pdb,AF-P40763-F1.pdb,6
AF-O14625-F1.pdb,AF-P40763-F1.pdb,6
AF-O14788-F1.pdb,AF-P40763-F1.pdb,6
AF-O14788-F1.pdb,AF-P40763-F1.pdb,1
AF-O15105-F1.pdb,AF-P40763-F1.pdb,1
AF-O43293-F1.pdb,AF-P40763-F1.pdb,0
AF-O43914-F1.pdb,AF-P40763-F1.pdb,0
AF-O75925-F1.pdb,AF-P40763-F1.pdb,4
AF-O95863-F1.pdb,AF-P40763-F1.pdb,6
AF-P00734-F1.pdb,AF-P40763-F1.pdb,0
AF-P00966-F1.pdb,AF-P40763-F1.pdb,6
AF-P00966-F1.pdb,AF-P40763-F1.pdb,1
AF-P01100-F1.pdb,AF-P40763-F1.pdb,6
AF-P01112-F1.pdb,AF-P40763-F1.pdb,6
AF-P01133-F1.pdb,AF-P40763-F1.pdb,0
AF-P01189-F1.pdb,AF-P40763-F1.pdb,6
AF-P02741-F1.pdb,AF-P40763-F1.pdb,6
AF-P02741-F1.pdb,AF-P40763-F1.pdb,1
AF-P04141-F1.pdb,AF-P40763-F1.pdb,0
AF-P04198-F1.pdb,AF-P40763-F1.pdb,6
AF-P04626-F1.pdb,AF-P40763-F1.pdb,0
AF-P04626-F1.pdb,AF-P40763-F1.pdb,6
AF-P05019-F1.pdb,AF-P40763-F1.pdb,0
AF-P05113-F1.pdb,AF-P40763-F1.pdb,1
AF-P05231-F1.pdb,AF-P40763-F1.pdb,4
AF-P05231-F1.pdb,AF-P40763-F1.pdb,1
AF-P05231-F1.pdb,AF-P40763-F1.pdb,0
AF-P05231-F1.pdb,AF-P40763-F1.pdb,6
AF-P08100-F1.pdb,AF-P40763-F1.pdb,6
AF-P08670-F1.pdb,AF-P40763-F1.pdb,1
AF-P09237-F1.pdb,AF-P40763-F1.pdb,1
AF-P09237-F1.pdb,AF-P40763-F1.pdb,6
AF-P09601-F1.pdb,AF-P40763-F1.pdb,6
AF-P09619-F1.pdb,AF-P40763-F1.pdb,1
AF-P09919-F1.pdb,AF-P40763-F1.pdb,0
AF-P09919-F1.pdb,AF-P40763-F1.pdb,1
AF-P10914-F1.pdb,AF-P40763-F1.pdb,1
AF-P13232-F1.pdb,AF-P40763-F1.pdb,0
AF-P13501-F1.pdb,AF-P40763-F1.pdb,6
AF-P13725-F1.pdb,AF-P40763-F1.pdb,0
AF-P13725-F1.pdb,AF-P40763-F1.pdb,3
AF-P14136-F1.pdb,AF-P40763-F1.pdb,1
AF-P14136-F1.pdb,AF-P40763-F1.pdb,6
AF-P14210-F1.pdb,AF-P40763-F1.pdb,0
AF-P14210-F1.pdb,AF-P40763-F1.pdb,6
AF-P14210-F1.pdb,AF-P40763-F1.pdb,1
AF-P14784-F1.pdb,AF-P40763-F1.pdb,1
AF-P16591-F1.pdb,AF-P40763-F1.pdb,0
AF-P17181-F1.pdb,AF-P40763-F1.pdb,0
AF-P17706-F1.pdb,AF-P40763-F1.pdb,0
AF-P18146-F1.pdb,AF-P40763-F1.pdb,6
AF-P18428-F1.pdb,AF-P40763-F1.pdb,1
AF-P19525-F1.pdb,AF-P40763-F1.pdb,1
AF-P20749-F1.pdb,AF-P40763-F1.pdb,1
AF-P21453-F1.pdb,AF-P40763-F1.pdb,6
AF-P25963-F1.pdb,AF-P40763-F1.pdb,0
AF-P29460-F1.pdb,AF-P40763-F1.pdb,1
AF-P29474-F1.pdb,AF-P40763-F1.pdb,0
AF-P30279-F1.pdb,AF-P40763-F1.pdb,1
AF-P35408-F1.pdb,AF-P40763-F1.pdb,0
AF-P35414-F1.pdb,AF-P40763-F1.pdb,1
AF-P36888-F1.pdb,AF-P40763-F1.pdb,1
AF-P40225-F1.pdb,AF-P40763-F1.pdb,1
AF-P40225-F1.pdb,AF-P40763-F1.pdb,0
AF-P40261-F1.pdb,AF-P40763-F1.pdb,6
AF-P40933-F1.pdb,AF-P40763-F1.pdb,0
AF-P42336-F1.pdb,AF-P40763-F1.pdb,6
AF-P42336-F1.pdb,AF-P40763-F1.pdb,0
AF-P42338-F1.pdb,AF-P40763-F1.pdb,6
AF-P42338-F1.pdb,AF-P40763-F1.pdb,0
AF-P42702-F1.pdb,AF-P40763-F1.pdb,0
AF-P42704-F1.pdb,AF-P40763-F1.pdb,1
AF-P43378-F1.pdb,AF-P40763-F1.pdb,0
AF-P46531-F1.pdb,AF-P40763-F1.pdb,0
AF-P48764-F1.pdb,AF-P40763-F1.pdb,6
AF-P51397-F1.pdb,AF-P40763-F1.pdb,0
AF-P51451-F1.pdb,AF-P40763-F1.pdb,1
AF-P51671-F1.pdb,AF-P40763-F1.pdb,6
AF-P51681-F1.pdb,AF-P40763-F1.pdb,6
AF-P51692-F1.pdb,AF-P40763-F1.pdb,0
AF-P52630-F1.pdb,AF-P40763-F1.pdb,0
AF-P53567-F1.pdb,AF-P40763-F1.pdb,6
AF-P60569-F1.pdb,AF-P40763-F1.pdb,1
AF-P61753-F1.pdb,AF-P40763-F1.pdb,6
AF-P81172-F1.pdb,AF-P40763-F1.pdb,6
AF-P81172-F1.pdb,AF-P40763-F1.pdb,1
AF-P98172-F1.pdb,AF-P40763-F1.pdb,0
AF-P98172-F1.pdb,AF-P40763-F1.pdb,3
AF-Q03393-F1.pdb,AF-P40763-F1.pdb,0
AF-Q05209-F1.pdb,AF-P40763-F1.pdb,4
AF-Q05209-F1.pdb,AF-P40763-F1.pdb,0
AF-Q06945-F1.pdb,AF-P40763-F1.pdb,6
AF-Q06945-F1.pdb,AF-P40763-F1.pdb,1
AF-Q13263-F1.pdb,AF-P40763-F1.pdb,6
AF-Q13433-F1.pdb,AF-P40763-F1.pdb,6
AF-Q13642-F1.pdb,AF-P40763-F1.pdb,0
AF-Q13651-F1.pdb,AF-P40763-F1.pdb,1
AF-Q13882-F1.pdb,AF-P40763-F1.pdb,0
AF-Q13882-F1.pdb,AF-P40763-F1.pdb,2
AF-Q14116-F1.pdb,AF-P40763-F1.pdb,0
AF-Q14213-F1.pdb,AF-P40763-F1.pdb,1
AF-Q14469-F1.pdb,AF-P40763-F1.pdb,1
AF-Q15256-F1.pdb,AF-P40763-F1.pdb,0
AF-Q15256-F1.pdb,AF-P40763-F1.pdb,4
AF-Q15796-F1.pdb,AF-P40763-F1.pdb,0
AF-Q16619-F1.pdb,AF-P40763-F1.pdb,0
AF-Q4R5B6-F1.pdb,AF-P40763-F1.pdb,1
AF-Q5RC60-F1.pdb,AF-P40763-F1.pdb,1
AF-Q5RC60-F1.pdb,AF-P40763-F1.pdb,6
AF-Q643R0-F1.pdb,AF-P40763-F1.pdb,6
AF-Q6UW15-F1.pdb,AF-P40763-F1.pdb,6
AF-Q8IZW8-F1.pdb,AF-P40763-F1.pdb,6
AF-Q8N163-F1.pdb,AF-P40763-F1.pdb,6
AF-Q8N2W9-F1.pdb,AF-P40763-F1.pdb,4
AF-Q8N9N5-F1.pdb,AF-P40763-F1.pdb,6
AF-Q8WTS6-F1.pdb,AF-P40763-F1.pdb,0
AF-Q92734-F1.pdb,AF-P40763-F1.pdb,0
AF-Q92831-F1.pdb,AF-P40763-F1.pdb,0
AF-Q96GC9-F1.pdb,AF-P40763-F1.pdb,6
AF-Q96GC9-F1.pdb,AF-P40763-F1.pdb,1
AF-Q99593-F1.pdb,AF-P40763-F1.pdb,6
AF-Q99665-F1.pdb,AF-P40763-F1.pdb,1
AF-Q99758-F1.pdb,AF-P40763-F1.pdb,6
AF-Q99952-F1.pdb,AF-P40763-F1.pdb,0
AF-Q99952-F1.pdb,AF-P40763-F1.pdb,2
AF-Q99952-F1.pdb,AF-P40763-F1.pdb,4
AF-Q9BY76-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9GZV9-F1.pdb,AF-P40763-F1.pdb,0
AF-Q9H3S7-F1.pdb,AF-P40763-F1.pdb,0
AF-Q9H3S7-F1.pdb,AF-P40763-F1.pdb,4
AF-Q9H6Q3-F1.pdb,AF-P40763-F1.pdb,0
AF-Q9H9S0-F1.pdb,AF-P40763-F1.pdb,1
AF-Q9H9S0-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9H9S0-F1.pdb,AF-P40763-F1.pdb,0
AF-Q9HD89-F1.pdb,AF-P40763-F1.pdb,1
AF-Q9NNX6-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9NPF7-F1.pdb,AF-P40763-F1.pdb,0
AF-Q9NPF7-F1.pdb,AF-P40763-F1.pdb,1
AF-Q9NQC7-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9NZH6-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9UJQ4-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9UJQ4-F1.pdb,AF-P40763-F1.pdb,1
AF-Q9UPY5-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9Y4Z2-F1.pdb,AF-P40763-F1.pdb,6
AF-Q9Y4Z2-F1.pdb,AF-P40763-F1.pdb,1
AF-A0A024R2E8-F1.pdb,AF-P40933-F1.pdb,1
AF-A0A0U2ZQU7-F1.pdb,AF-P40933-F1.pdb,6
AF-A0A0U2ZQU7-F1.pdb,AF-P40933-F1.pdb,1
AF-A0A0U5JA32-F1.pdb,AF-P40933-F1.pdb,1
AF-A0A384MEK5-F1.pdb,AF-P40933-F1.pdb,6
AF-A0A7R8GUN6-F1.pdb,AF-P40933-F1.pdb,1
AF-B0LPE5-F1.pdb,AF-P40933-F1.pdb,0
AF-D4HNR6-F1.pdb,AF-P40933-F1.pdb,1
AF-O14788-F1.pdb,AF-P40933-F1.pdb,1
AF-O95971-F1.pdb,AF-P40933-F1.pdb,1
AF-P01584-F1.pdb,AF-P40933-F1.pdb,6
AF-P05231-F1.pdb,AF-P40933-F1.pdb,1
AF-P08670-F1.pdb,AF-P40933-F1.pdb,6
AF-P10144-F1.pdb,AF-P40933-F1.pdb,1
AF-P10912-F1.pdb,AF-P40933-F1.pdb,1
AF-P10914-F1.pdb,AF-P40933-F1.pdb,1
AF-P10914-F1.pdb,AF-P40933-F1.pdb,6
AF-P14784-F1.pdb,AF-P40933-F1.pdb,1
AF-P14784-F1.pdb,AF-P40933-F1.pdb,3
AF-P19235-F1.pdb,AF-P40933-F1.pdb,1
AF-P24394-F1.pdb,AF-P40933-F1.pdb,1
AF-P26992-F1.pdb,AF-P40933-F1.pdb,1
AF-P31939-F1.pdb,AF-P40933-F1.pdb,6
AF-P40763-F1.pdb,AF-P40933-F1.pdb,0
AF-P42226-F1.pdb,AF-P40933-F1.pdb,0
AF-P49279-F1.pdb,AF-P40933-F1.pdb,1
AF-P50591-F1.pdb,AF-P40933-F1.pdb,1
AF-P51692-F1.pdb,AF-P40933-F1.pdb,0
AF-Q01113-F1.pdb,AF-P40933-F1.pdb,1
AF-Q07108-F1.pdb,AF-P40933-F1.pdb,1
AF-Q13651-F1.pdb,AF-P40933-F1.pdb,1
AF-Q14627-F1.pdb,AF-P40933-F1.pdb,1
AF-Q99665-F1.pdb,AF-P40933-F1.pdb,1
AF-Q99788-F1.pdb,AF-P40933-F1.pdb,6
AF-Q9UBK5-F1.pdb,AF-P40933-F1.pdb,1
AF-Q9UL17-F1.pdb,AF-P40933-F1.pdb,6
AF-Q9UL17-F1.pdb,AF-P40933-F1.pdb,1
AF-Q9Y5W3-F1.pdb,AF-P40933-F1.pdb,6
AF-A0A024QZU1-F1.pdb,AF-P41091-F1.pdb,1
AF-A0A024R6Q1-F1.pdb,AF-P41091-F1.pdb,1
AF-A0A024R6Q1-F1.pdb,AF-P41091-F1.pdb,5
AF-A0A024R6Q1-F1.pdb,AF-P41091-F1.pdb,3
AF-O15371-F1.pdb,AF-P41091-F1.pdb,3
AF-O15371-F1.pdb,AF-P41091-F1.pdb,5
AF-O75582-F1.pdb,AF-P41091-F1.pdb,0
AF-P19525-F1.pdb,AF-P41091-F1.pdb,1
AF-Q4VXU2-F1.pdb,AF-P41091-F1.pdb,3
AF-Q9Y394-F1.pdb,AF-P41091-F1.pdb,3
AF-A0A024RAS8-F1.pdb,AF-P41143-F1.pdb,2
AF-A0A024RAS8-F1.pdb,AF-P41143-F1.pdb,5
AF-A1LQ23-F1.pdb,AF-P41143-F1.pdb,1
AF-F1T0G5-F1.pdb,AF-P41143-F1.pdb,1
AF-P01031-F1.pdb,AF-P41143-F1.pdb,2
AF-P01213-F1.pdb,AF-P41143-F1.pdb,2
AF-P09471-F1.pdb,AF-P41143-F1.pdb,1
AF-P19086-F1.pdb,AF-P41143-F1.pdb,1
AF-P19087-F1.pdb,AF-P41143-F1.pdb,1
AF-P21917-F1.pdb,AF-P41143-F1.pdb,5
AF-P21917-F1.pdb,AF-P41143-F1.pdb,2
AF-P29992-F1.pdb,AF-P41143-F1.pdb,1
AF-P36575-F1.pdb,AF-P41143-F1.pdb,0
AF-P46663-F1.pdb,AF-P41143-F1.pdb,2
AF-P46663-F1.pdb,AF-P41143-F1.pdb,5
AF-Q5RCR4-F1.pdb,AF-P41143-F1.pdb,0
AF-Q5RCR4-F1.pdb,AF-P41143-F1.pdb,4
AF-Q9HAV0-F1.pdb,AF-P41143-F1.pdb,1
AF-A0A024R1D8-F1.pdb,AF-P41145-F1.pdb,0
AF-A0A024RAS8-F1.pdb,AF-P41145-F1.pdb,2
AF-A0A024RAS8-F1.pdb,AF-P41145-F1.pdb,5
AF-A1LQ23-F1.pdb,AF-P41145-F1.pdb,1
AF-F1T0G5-F1.pdb,AF-P41145-F1.pdb,1
AF-O95631-F1.pdb,AF-P41145-F1.pdb,6
AF-P01031-F1.pdb,AF-P41145-F1.pdb,2
AF-P01213-F1.pdb,AF-P41145-F1.pdb,2
AF-P09471-F1.pdb,AF-P41145-F1.pdb,1
AF-P19086-F1.pdb,AF-P41145-F1.pdb,1
AF-P19087-F1.pdb,AF-P41145-F1.pdb,1
AF-P21917-F1.pdb,AF-P41145-F1.pdb,2
AF-P21917-F1.pdb,AF-P41145-F1.pdb,5
AF-P29992-F1.pdb,AF-P41145-F1.pdb,1
AF-P31645-F1.pdb,AF-P41145-F1.pdb,1
AF-P36575-F1.pdb,AF-P41145-F1.pdb,0
AF-P46663-F1.pdb,AF-P41145-F1.pdb,5
AF-P46663-F1.pdb,AF-P41145-F1.pdb,2
AF-Q5RCR4-F1.pdb,AF-P41145-F1.pdb,4
AF-Q5RCR4-F1.pdb,AF-P41145-F1.pdb,0
AF-Q9HAV0-F1.pdb,AF-P41145-F1.pdb,1
AF-A0A024QZ20-F1.pdb,AF-P41161-F1.pdb,0
AF-A0A024RD04-F1.pdb,AF-P41161-F1.pdb,0
AF-A0A024RD04-F1.pdb,AF-P41161-F1.pdb,1
AF-A0A024RD04-F1.pdb,AF-P41161-F1.pdb,2
AF-A0A024RD15-F1.pdb,AF-P41161-F1.pdb,0
AF-A0A024RD15-F1.pdb,AF-P41161-F1.pdb,1
AF-A0A7R8GUN6-F1.pdb,AF-P41161-F1.pdb,1
AF-L7RXH5-F1.pdb,AF-P41161-F1.pdb,0
AF-P30279-F1.pdb,AF-P41161-F1.pdb,6
AF-P53778-F1.pdb,AF-P41161-F1.pdb,2
AF-P53778-F1.pdb,AF-P41161-F1.pdb,1
AF-P53778-F1.pdb,AF-P41161-F1.pdb,0
AF-Q13478-F1.pdb,AF-P41161-F1.pdb,1
AF-Q16659-F1.pdb,AF-P41161-F1.pdb,0
AF-Q16659-F1.pdb,AF-P41161-F1.pdb,1
AF-Q92786-F1.pdb,AF-P41161-F1.pdb,6
AF-A0A024R7J0-F1.pdb,AF-P41181-F1.pdb,0
AF-A0A024RA31-F1.pdb,AF-P41181-F1.pdb,0
AF-A0A024RBU5-F1.pdb,AF-P41181-F1.pdb,0
AF-A0A140VJM3-F1.pdb,AF-P41181-F1.pdb,0
AF-A0A384N611-F1.pdb,AF-P41181-F1.pdb,6
AF-A0A384N611-F1.pdb,AF-P41181-F1.pdb,0
AF-Q92482-F1.pdb,AF-P41181-F1.pdb,0
AF-P05231-F1.pdb,AF-P41219-F1.pdb,1
AF-O00398-F1.pdb,AF-P41231-F1.pdb,5
AF-O00398-F1.pdb,AF-P41231-F1.pdb,2
AF-O43193-F1.pdb,AF-P41231-F1.pdb,2
AF-P01178-F1.pdb,AF-P41231-F1.pdb,2
AF-P05231-F1.pdb,AF-P41231-F1.pdb,6
AF-P09619-F1.pdb,AF-P41231-F1.pdb,0
AF-P29992-F1.pdb,AF-P41231-F1.pdb,5
AF-P29992-F1.pdb,AF-P41231-F1.pdb,3
AF-P29992-F1.pdb,AF-P41231-F1.pdb,2
AF-P46663-F1.pdb,AF-P41231-F1.pdb,2
AF-P46663-F1.pdb,AF-P41231-F1.pdb,5
AF-Q8NFJ6-F1.pdb,AF-P41231-F1.pdb,2
AF-A0A024R5Y2-F1.pdb,AF-P41279-F1.pdb,1
AF-A0A024RD18-F1.pdb,AF-P41279-F1.pdb,0
AF-A0A024RD18-F1.pdb,AF-P41279-F1.pdb,1
AF-A4QPA9-F1.pdb,AF-P41279-F1.pdb,0
AF-B0LPE5-F1.pdb,AF-P41279-F1.pdb,0
AF-D4A1V7-F1.pdb,AF-P41279-F1.pdb,0
AF-K7PPA8-F1.pdb,AF-P41279-F1.pdb,0
AF-O75582-F1.pdb,AF-P41279-F1.pdb,0
AF-O95835-F1.pdb,AF-P41279-F1.pdb,1
AF-O95835-F1.pdb,AF-P41279-F1.pdb,0
AF-P09012-F1.pdb,AF-P41279-F1.pdb,6
AF-P36507-F1.pdb,AF-P41279-F1.pdb,0
AF-P45985-F1.pdb,AF-P41279-F1.pdb,1
AF-P60569-F1.pdb,AF-P41279-F1.pdb,1
AF-Q01970-F1.pdb,AF-P41279-F1.pdb,0
AF-Q8N6P7-F1.pdb,AF-P41279-F1.pdb,0
AF-Q9Y243-F1.pdb,AF-P41279-F1.pdb,0
AF-A0A0F7RQE6-F1.pdb,AF-P41587-F1.pdb,2
AF-A0A0F7RQE8-F1.pdb,AF-P41587-F1.pdb,1
AF-A0A0S2Z392-F1.pdb,AF-P41587-F1.pdb,0
AF-P09683-F1.pdb,AF-P41587-F1.pdb,5
AF-P09683-F1.pdb,AF-P41587-F1.pdb,2
AF-P47872-F1.pdb,AF-P41587-F1.pdb,2
AF-P47872-F1.pdb,AF-P41587-F1.pdb,5
AF-O00398-F1.pdb,AF-P41594-F1.pdb,2
AF-O00398-F1.pdb,AF-P41594-F1.pdb,5
AF-O43193-F1.pdb,AF-P41594-F1.pdb,2
AF-P01100-F1.pdb,AF-P41594-F1.pdb,6
AF-P01178-F1.pdb,AF-P41594-F1.pdb,2
AF-P29992-F1.pdb,AF-P41594-F1.pdb,3
AF-P29992-F1.pdb,AF-P41594-F1.pdb,5
AF-P29992-F1.pdb,AF-P41594-F1.pdb,2
AF-P29992-F1.pdb,AF-P41594-F1.pdb,1
AF-P46663-F1.pdb,AF-P41594-F1.pdb,5
AF-P46663-F1.pdb,AF-P41594-F1.pdb,2
AF-Q02539-F1.pdb,AF-P41594-F1.pdb,6
AF-Q8NFJ6-F1.pdb,AF-P41594-F1.pdb,2
AF-A1LQ23-F1.pdb,AF-P41595-F1.pdb,1
AF-F1T0G5-F1.pdb,AF-P41595-F1.pdb,1
AF-O00398-F1.pdb,AF-P41595-F1.pdb,5
AF-O00398-F1.pdb,AF-P41595-F1.pdb,2
AF-O43193-F1.pdb,AF-P41595-F1.pdb,2
AF-P01178-F1.pdb,AF-P41595-F1.pdb,2
AF-P04626-F1.pdb,AF-P41595-F1.pdb,6
AF-P09471-F1.pdb,AF-P41595-F1.pdb,1
AF-P19086-F1.pdb,AF-P41595-F1.pdb,1
AF-P19087-F1.pdb,AF-P41595-F1.pdb,1
AF-P29992-F1.pdb,AF-P41595-F1.pdb,1
AF-P29992-F1.pdb,AF-P41595-F1.pdb,3
AF-P29992-F1.pdb,AF-P41595-F1.pdb,2
AF-P29992-F1.pdb,AF-P41595-F1.pdb,5
AF-P36575-F1.pdb,AF-P41595-F1.pdb,0
AF-P46663-F1.pdb,AF-P41595-F1.pdb,5
AF-P46663-F1.pdb,AF-P41595-F1.pdb,2
AF-Q5RCR4-F1.pdb,AF-P41595-F1.pdb,4
AF-Q5RCR4-F1.pdb,AF-P41595-F1.pdb,0
AF-Q8NFJ6-F1.pdb,AF-P41595-F1.pdb,2
AF-Q9HAV0-F1.pdb,AF-P41595-F1.pdb,1
AF-A0A024R1D8-F1.pdb,AF-P41597-F1.pdb,0
AF-A0A024RAS8-F1.pdb,AF-P41597-F1.pdb,2
AF-A0A024RAS8-F1.pdb,AF-P41597-F1.pdb,5
AF-A0A0S2Z392-F1.pdb,AF-P41597-F1.pdb,0
AF-A0A384MEK5-F1.pdb,AF-P41597-F1.pdb,6
AF-A0N0N7-F1.pdb,AF-P41597-F1.pdb,1
AF-A0N0N7-F1.pdb,AF-P41597-F1.pdb,3
AF-A0N0R1-F1.pdb,AF-P41597-F1.pdb,1
AF-A1LQ23-F1.pdb,AF-P41597-F1.pdb,1
AF-D4HNR6-F1.pdb,AF-P41597-F1.pdb,1
AF-D4HNR6-F1.pdb,AF-P41597-F1.pdb,6
AF-F1T0G5-F1.pdb,AF-P41597-F1.pdb,1
AF-O00175-F1.pdb,AF-P41597-F1.pdb,1
AF-O00585-F1.pdb,AF-P41597-F1.pdb,1
AF-O00626-F1.pdb,AF-P41597-F1.pdb,1
AF-P01031-F1.pdb,AF-P41597-F1.pdb,2
AF-P01213-F1.pdb,AF-P41597-F1.pdb,2
AF-P09471-F1.pdb,AF-P41597-F1.pdb,1
AF-P09919-F1.pdb,AF-P41597-F1.pdb,1
AF-P10720-F1.pdb,AF-P41597-F1.pdb,1
AF-P13236-F1.pdb,AF-P41597-F1.pdb,1
AF-P13500-F1.pdb,AF-P41597-F1.pdb,1
AF-P13500-F1.pdb,AF-P41597-F1.pdb,6
AF-P18146-F1.pdb,AF-P41597-F1.pdb,6
AF-P19086-F1.pdb,AF-P41597-F1.pdb,1
